	Lemma	Fonetisch	Woordsoort	Vormen	ERK	Synoniem of definitie	Voorbeeldzin	Count
	teruggeven							233
	terughoudend							234
	terugkeren							235
	terugkijken op							236
	terugkomen							237
	terugkomen op							238
	terugkomen van							239
	terugkrijgen							240
	teruglopen							241
	terugnemen							242
de	terugronde							243
de	terugslag							244
	terugsturen							245
	terugtreden							246
zich	terugtrekken							247
	terugvallen							248
	terugvallen op							249
	terugvinden							250
de	terugweg							251
	terugwerkend							252
	terugzien							253
	terwijl							254
	terzijde							255
de	test							256
het	testament							257
	testen							258
de	teug							259
de	teugel							260
het	teveel							261
	tevens							262
	tevergeefs							263
	tevoorschijn							264
	tevoren							265
	tevreden							266
	teweegbrengen							267
het	textiel							268
	tezamen							269
de	tgv							270
	t.g.v.							271
	thans							272
het	theater							273
de	theatervoorstelling							274
de	thee							275
de	theedoek							276
de	theelepel							277
het	thema							278
de	theologie							279
	theologisch							280
	theoretisch							281
de	theorie							282
de	therapeut							283
de	therapeute							284
de	therapie							285
de	thermometer							286
de	thermos							287
de	thermosfles							288
de	thermostaat							289
de	thesis							290
de	Thora							291
de	thriller							292
	thuis							293
het	thuis							294
	thuisblijven							295
	thuishoren							296
	thuiskomen							297
de	thuisploeg							298
de	thuiswedstrijd							299
de	thuiszorg							300
de	tic							301
het	ticket							302
	tien				A1	10		303
	tiende					10de		304
	tienduizend					10000		305
de	tiener							306
het	tiental					±10		307
het	tientje							308
	tieren							309
de	tiet							310
het	tij					eb of vloed		311
de	tijd							312
	tijdelijk							313
	tijdens							314
de	tijdgeest							315
	tijdig							316
	tijdloos							317
het	tijdperk							318
de	tijdrit							319
het	tijdschrift							320
het	tijdstip							321
de	tijger							322
de	tijm							323
de	tik							324
het	tikje							325
het	tikkeltje							326
	tikken							327
	tillen							328
	tilt							329
	timen							330
	timide							331
de	timing							332
	timmeren							333
de	timmerman							334
het	tin							335
de	tint							336
	tintelen							337
de	tinteling							338
de	tip							339
de	tipi							340
	tippelen							341
	tippen							342
de	tirade							343
de	tiran							344
	tiranniek							345
de	tissue							346
de	titel							347
de	titelverdediger							348
de	titelverdedigster							349
	tja							350
	tjilpen							351
de	tl-buis							352
	t/m							353
	TNO					(NL)		354
	t.n.v.		afk			ten name van: voor iemand specifieks		355
de	toast							356
	tobben							357
	tobben met							358
	toch							359
de	tocht					lange reis		360
de	tocht					stroom koude lucht door je huis		360
	tochten							361
	toe					gesloten		362
	toe		tw			alsjeblieft		363
	toebedelen							364
het	toebehoren							365
	toebrengen							366
	toedienen							367
het	toedoen							368
de	toedracht							369
zich	toe-eigenen							370
de	toegang							371
het	toegangsbewijs							372
	toegankelijk							373
	toegedaan							374
	toegeven							375
	toegeven aan							376
de	toegift							377
de	toehoorder							378
de	toehoorster							379
	toejuichen							380
de	toekan					soort papegaai		381
	toekennen							382
	toekijken							383
	toekomen					genoeg hebben		384
	toekomen aan							385
de	toekomst							386
	toekomstig							387
de	toelage							388
	toelaten							389
zich	toeleggen op							390
	toelichten							391
de	toelichting							392
de	toeloop							393
het	toemaatje							394
	toen		bw					395
	toen		ovw					396
de	toenadering							397
de	toename							398
	toenmalig							399
	toepasselijk							400
	toepassen							401
de	toepassing							402
de	toer							403
	toereikend							404
	toerekeningsvatbaar							405
	toeren							406
het	toerisme							407
de	toerist							408
het	toernooi							409
	toeschietelijk							410
de	toeschouwer							411
de	toeschouwster							412
	toeschrijven aan							413
	toeslaan							414
de	toeslag							415
de	toespeling							416
de	toespijs							417
	toespitsen op							418
de	toespraak							419
	toespreken							420
	toestaan							421
de	toestand							422
het	toestel							423
	toestemmen							424
de	toestemming							425
	toesturen							426
de	toeter							427
	toeteren							428
het	toetje							429
	toetreden							430
de	toets							431
	toetsen							432
het	toetsenbord							433
de	toeval							434
het	toeval							435
	toevallig							436
de	toeverlaat							437
	toevertrouwen							438
de	toevlucht							439
	toevoegen				A2			440
de	toewijding							441
	toewijzen							442
	toezeggen							443
het	toezicht							444
de	toezichthouder							445
de	toezichthoudster							446
	toezien							447
	tof							448
het	toilet							449
	tokken							450
de	tol							451
	tolerant							452
	tolereren							453
de	tolk				B1			454
	tolken							455
de	tomaat							456
de	tombe							457
de	tompoes							458
de	ton				A2	1000 kilo		459
de	ton				B1	vat		459
het	toneel				A2			460
de	toneelschrijfster							461
de	toneelschrijver							462
het	toneelstuk							463
	tonen				A2	laten zien		464
de	tong							465
de	tongval							466
de	tonijn							467
	tooien							468
de	toom							469
de	toon				A2			470
	toonaangevend							471
de	toonbank							472
het	toonbeeld							473
de	toonladder							474
de	toorn							475
de	toost							476
de	top				A2			477
	top-							478
de	topambtenaar							479
het	topje							480
de	topman							481
de	topper							482
het	toppunt							483
de	topsport							484
de	topvorm							485
de	tor							486
de	toren				A2	hoog gebouw, hoger dan de andere gebouwen		487
de	toren					schaakstuk: ♜		487
de	tornado							488
	tornen aan							489
	torpederen							490
de	torpedo							491
	torsen							492
de	torso							493
de	tosti					(NL)		494
	tot		vz		A1			495
	tot		ovw		A2			496
	totaal				A2			497
	totaal				A2			497
het	totaal				A2			498
	total loss		bnw					499
	totdat							500
de	totstandkoming							501
de	toupet							502
de	tour							503
de	touringcar							504
de	tournee							505
de	touroperator							506
het	touw				A2			507
	t.o.v.		afk			ten opzichte van		508
de	tovenaar							509
de	tovenares							510
de	tovenarij							511
	toveren							512
de	toverkracht							513
	traag				A2			514
de	traan							515
het	traangas							516
	traceren							517
	trachten							518
de	tractor							519
de	traditie							520
	traditioneel				A2			521
de	tragedie							522
de	tragiek							523
	tragisch							524
de	trailer							525
	trainen							526
de	traiteur							527
het	traject							528
	trakteren							529
de	tralie							530
de	tram				A1			531
de	trampoline							532
de	trance							533
	tranen							534
de	transactie							535
de	transfer							536
	transformeren							537
de	transgender							538
	transparant							539
de	transpiratie							540
	transplanteren							541
het	transport							542
	transporteren							543
de	trant							544
de	trap				A2			545
	trappelen							546
	trappen							547
de	trapper							548
het	trauma							549
	traumatisch							550
de	travestiet							551
de	trechter							552
de	tred							553
de	trede							554
	treden				A2			555
	treffen							556
het	treffen							557
	treffend							558
de	treffer							559
het	trefwoord							560
	trefzeker							561
de	trein							562
	treiteren							563
de	trek							564
	trekken				A2			565
de	trekker							566
de	trekpleister							567
de	trekvogel							568
het	trema							569
de	trend							570
	trendy							571
	treuren							572
	treurig							573
	treuzelen							574
het	tribunaal							575
de	tribune							576
	triest							577
	trillen							578
de	trilling							579
de	trilogie							580
	trimmen							581
het	trio							582
de	triomf							583
	triomfantelijk							584
de	trip							585
het	triplex							586
	trippelen							587
	triviaal							588
	troebel							589
	troef							590
de	troef							591
de	troep				A2	(NL) rommel		592
de	trofee							593
de	trom							594
de	trombone							595
de	trommel							596
	trommelen							597
de	trompet							598
de	troon							599
de	troonrede							600
de	troost							601
	troosteloos							602
	troosten							603
de	tropen							604
	tropisch							605
de	tros							606
de	TROS							606
	trots				A2			607
de	trots				B1			608
	trotseren							609
het	trottoir							610
	trouw				A2			611
de	trouw				A2			612
	trouwen				A1			613
	trouwens							614
de	truc							615
de	truck							616
de	trui				A2			617
de	trut							618
	truttig							619
de	tsaar							620
het	T-shirt							621
het	tso					(BE) technisch secundair onderwijs		622
de	tsunami							623
de	tuba							624
de	tube							625
de	tucht							626
de	tuchtcommissie							627
het	tuig							628
	tuimelen							629
de	tuin							630
de	tuinbouw							631
de	tuinder							632
	tuinieren							633
de	tuinman							634
de	tuit							635
de	tulband							636
de	tulp							637
de	tumor							638
het	tumult							639
de	tunnel							640
	turbo-							641
	turbulent							642
	turen							643
de	turf							644
	Turkije							645
	Turks							646
	turnen							647
	turquoise							648
	turven							649
	tussen				A1			650
	tussenbeide							651
	tussendoor							652
het	tussendoortje				B2		Als je niet ontbijt, riskeer je ongezonde tussendoortjes te gaan eten.	653
	tussenin							654
	tussenkomen							655
de	tussenkomst							656
de	tussenpersoon							657
de	tussenstand							658
de	tussentijd							659
	tutoyeren							660
	tuttig							661
de	tutu							662
de	tv				A1			663
	twaalfde				A1	12		664
	twee				A1	2		665
	tweede					2de		666
	tweedehands							667
de	Tweede Kamerverkiezingen							668
de	tweedeling							669
	tweederangs							670
	tweejarig							671
de	tweeling							672
de	Tweelingen							673
	tweemaal							674
de	tweestrijd							675
de	tweet							676
het	tweetal							677
	tweetalig							678
de	tweeverdieners							679
	tweevoudig							680
de	twijfel				A2			681
	twijfelachtig							682
	twijfelen							683
de	twijg							684
	twinkelen							685
	twintig				A1	20		686
	twintigste				A1	20ste		687
de	twist							688
	twisten							689
	twitteren							690
de	tyfoon							691
het	type				A2			692
de	typemachine							693
	typen							694
	typeren							695
	typerend							696
	typisch				A2			697
	t.z.t.		afk			te zijner tijd		698
