	Lemma	Fonetisch	Woordsoort	Vormen	Erk	Synoniem of definitie	Voorbeeldzin
	ventileren		ww*	ventileer, ventileerde, geventileerd*	B2*	frustraties of klachten delen (om kalmer te worden)	
	ver		bnw*	verre; verder, verst*	A2*		
	verachten		ww*	veracht, verachtte, veracht*	B2*		
de	verademing		znw*	verademingen; verademingetje*	B2*		
	veraf		bw*	*	B1*		
	verafschuwen		ww*	verafschuw, verafschuwde, verafschuwd*	B2*		
de	veranda		znw*	veranda's; verandaatje*	B2*		
	veranderen		ww*	verander, veranderde, veranderd*	A2	anders maken	Hij heeft zijn profielfoto veranderd.
	veranderen		ww*	verander, veranderde, veranderd*	A2	anders worden	Kameleons veranderen van kleur.
de	verandering		znw*	veranderingen; veranderingetje*	B1*		
	verantwoord		bnw*	verantwoorde; verantwoorder, verantwoordst*	B2*		
	verantwoordelijk		bnw*	verantwoordelijke; verantwoordelijker, verantwoordelijkst*	B1*		
de	verantwoordelijkheid		znw*	verantwoordelijkheden; /*	B1*		
	verantwoorden		ww*	verantwoord, verantwoordde, verantwoord*	B2*		
zich	verantwoorden voor						
de	verantwoording		znw*	verantwoordingen; /*	B2*		
	verassen		ww*	veras, veraste, verast*	B2*	cremeren, tot as maken	
de	verassing		znw*	verassingen; /*	B2*	crematie	
	verbaal		znw; bnw*	verbale; verbaler, verbaalst*	B2*		
	verbaasd		bnw*	verbaasde; verbaasder, verbaasdst*	B1*		
het	verband		znw*	verbanden; verbandje*	A2*		
	verbannen		ww*	verban, verbande, verbannen*	B2*		
	verbazen		ww*	verbaas, verbaasde, verbaasd*	B1*		
zich	verbazen		ww*	verbaas, verbaasde, verbaasd*	B1*		
de	verbazing		znw*	/; /*	B1*		
	verbazingwekkend		bnw*	verbazingwekkende; verbazingwekkender, verbazingwekkendst*	B2*		
zich	verbeelden		ww*	verbeeld, verbeeldde, verbeeld*	B2*		
de	verbeelding		znw*	verbeeldingen; /*	B2*		
	verbergen		ww*	verberg, verborg, verborgen*	B1*		
	verbeten		bnw*	/; verbetener, verbetenst*	B2*		
	verbeteren		ww*	verbeter, verbeterde, verbeterd*	B1*		
de	verbetering		znw*	verbeteringen; verbeteringetje*	B1*		
	verbieden		ww*	verbied, verbood, verboden*	B1*		
	verbijsterd		bnw*	verbijsterde; verbijsterder, verbijsterdst*	B2*		
	verbijsterend		bnw*	verbijsterende; verbijsterender, verbijsterendst*	B2*		
de	verbijstering		znw*	verbijsteringen; /*	B2*		
	verbijten		ww*	verbijt, verbeet, verbeten*	B2*		
	verbinden		ww*	verbind, verbond, verbonden*	B1*		
de	verbintenis		znw*	verbintenissen; /*	B2*		
	verbitterd		bnw*	verbitterde; verbitterder, verbitterdst*	B2*		
het	verblijf		znw*	verblijven; verblijfje*	B2*		
de	verblijfplaats		znw*	verblijfplaatsen; verblijfplaatsje*	B2*		
de	verblijfsvergunning		znw*	verblijfsvergunningen; verblijfsvergunninkje*	B1*		
	verblijven		ww*	verblijf, verbleef, verbleven*	B2*		
	verblind		bnw*	verblinde; verblinder, verblindst*	B2*		
	verbloemen		ww*	verbloem, verbloemde, verbloemd*	B2*		
	verbluffend		bnw*	verbluffende; verbluffender, verbluffendst*	B2*		
het	verbod		znw*	verboden; verbodje*	B1*		
	verbolgen		bnw*	/; verbolgener, verbolgenst*	B2*		
het	verbond		znw*	verbonden; verbondje*	B1*		
de	verbondenheid		znw*	verbondenheden; /*	B2*		
	verbouwen		ww*	verbouw, verbouwde, verbouwd*	B1*		
	verbouwereerd		bnw*	verbouwereerde; verbouwereerder, verbouwereerdst*	B2*		
de	verbouwing		znw*	verbouwingen; verbouwinkje*	B1*		
	verbranden		ww*	verbrand, verbrandde, verbrand*	B1*		
	verbreden		ww*	verbreed, verbreedde, verbreed*	B1*		
zich	verbreden		ww*	verbreed, verbreedde, verbreed*	B1*		
	verbreken		ww*	verbreek, verbrak, verbroken*	B2*		
	verbrijzelen		ww*	verbrijzel, verbrijzelde, verbrijzeld*	B2*		
	verbruiken		ww*	verbruik, verbruikte, verbruikt*	B2*		
	verdacht		bnw*	verdachte; verdachter, verdachtst*	B1*		
de	verdachte		znw*	verdachten; /*	B1*		
	verdacht op						
	verdampen		ww*	verdamp, verdampte, verdampt*	B1*		
	verdedigen		ww*	verdedig, verdedigde, verdedigd*	A2*		
	verdeeld		bnw*	verdeelde; verdeelder, verdeeldst*	B1*		
	verdelen		ww*	verdeel, verdeelde, verdeeld*	B1*		
	verdenken		ww*	verdenk, verdacht, verdacht*	B2*		
	verder		bnw; bw*	/; verder, /*	A2*		
	verder		bnw; bw*	/; verder, /*	A2*		
	verderfelijk		bnw*	verderfelijke; verderfelijker, verderfelijkst*	B2*		
	verderop		bw*	*	B1*		
	verdienen		ww*	verdien, verdiende, verdiend*	A2*		
de	verdienste		znw*	verdiensten; /*	B2*		
	verdienstelijk		bnw*	verdienstelijke; verdienstelijker, verdienstelijkst*	B2*		
de	verdiensten						
zich	verdiepen in						
de	verdieping		znw*	verdiepingen; verdiepinkje*	B1*		
	verdoezelen		ww*	verdoezel, verdoezelde, verdoezeld*	B2*		
	verdonkeremanen		ww*	verdonkeremaan, verdonkeremaande, verdonkeremaand*	B2*		
	verdord		bnw*	verdorde; verdorder, verdordst*	B1*		
	verdorven		bnw*	/; verdorvener, verdorvenst*	B2*		
	verdoven		ww*	verdoof, verdoofde, verdoofd*	B1*		
de	verdoving		znw*	verdovingen; verdovinkje*	B1*		
	verdraagzaam		bnw*	verdraagzame; verdraagzamer, verdraagzaamst*	B2*		
het	verdrag		znw*	verdragen; verdragje*	B1*		
	verdragen		ww*	verdraag, verdroeg, verdragen*	B1*		
het	verdriet		znw*	/; verdrietje*	A2*		
	verdrietig		bnw*	verdrietige; verdrietiger, verdrietigst*	A2*		
	verdrijven		ww*	verdrijf, verdreef, verdreven*	B2*		
	verdringen		ww*	verdring, verdrong, verdrongen*	B2*		
	verdrinken		ww*	verdrink, verdronk, verdronken*	B1*		
de	verdrukking		znw*	verdrukkingen; /*	B2*		
	verdubbelen		ww*	verdubbel, verdubbelde, verdubbeld*	B1*		
	verduidelijken		ww*	verduidelijk, verduidelijkte, verduidelijkt*	B2*		
	verduisteren		ww*	verduister, verduisterde, verduisterd*	B2*		
	verduren		ww*	verduur, verduurde, verduurd*	B2*		
	verdwaasd		bnw*	verdwaasde; verdwaasder, verdwaasdst*	B2*		
	verdwalen		ww*	verdwaal, verdwaalde, verdwaald*	B1*		
	verdwijnen		ww*	verdwijn, verdween, verdwenen*	B1*		
	vereisen		ww*	vereis, vereiste, vereist*	B2*		
de/het	vereiste		znw*	vereisten; /*	B2*		
	verenigen		ww*	verenig, verenigde, verenigd*	B2*		
de	vereniging		znw*	verenigingen; /*	B1*		
	vereren		ww*	vereer, vereerde, vereerd*	B2*		
	verergeren		ww*	vererger, verergerde, verergerd*	B2*		
de	verf		znw*	verven; verfje*	A2		
	verfijnen		ww*	verfijn, verfijnde, verfijnd*	B2*		
	verfilmen		ww*	verfilm, verfilmde, verfilmd*	B2*		
	vergaan		ww; bnw*	verga, verging, vergaan*	B2*		
	vergaand		bnw*	vergaande; vergaander, vergaandst*	B2*		
	vergaan van						
	vergaderen		ww*	vergader, vergaderde, vergaderd*	B1*		
de	vergadering		znw*	vergaderingen; vergaderingetje*	B1*		
	vergallen		ww*	vergal, vergalde, vergald*	B2*		
	vergaren		ww*	vergaar, vergaarde, vergaard*	B2*		
	vergeefs		bnw*	vergeefse; vergeefser, vergeefst*	B2*		
het	vergeet-mij-nietje						
	vergelijkbaar		bnw*	vergelijkbare; vergelijkbaarder, vergelijkbaarst*	B1*		
	vergelijken		ww*	vergelijk, vergeleek, vergeleken*	B1*		
de	vergelijking		znw*	vergelijkingen; vergelijkinkje*	B1*		
	vergen		ww*	verg, vergde, gevergd*	B2*		
de	vergetelheid		znw*	vergetelheden; vergetelheidje*	B2*		
	vergeten		ww*	vergeet, vergat, vergeten*	A2*		
	vergeven		ww*	vergeef, vergaf, vergeven*	B1*		
de	vergeving		znw*	vergevingen; /*	B1*		
	vergezellen		ww*	vergezel, vergezelde, vergezeld*	B2*		
het	vergiet		znw*	vergieten; vergietje*	B2*		
het	vergif		znw*	vergiften; /*	B1*		
de	vergiffenis		znw*	vergiffenissen; /*	B2*		
	vergiftigen		ww*	vergiftig, vergiftigde, vergiftigd*	B1*		
zich	vergissen		ww*	vergis, vergiste, vergist*	B1*		
zich	vergissen in						
de	vergissing		znw*	vergissingen; vergissinkje*	B1*		
	vergoeden		ww*	vergoed, vergoedde, vergoed*	B1*		
de	vergoeding		znw*	vergoedingen; vergoedinkje*	B1*		
het	vergrijp		znw*	vergrijpen; vergrijpje*	B2*		
zich	vergrijpen aan						
de	vergrijzing		znw*	/; /*	B2*		
	vergroten		ww*	vergroot, vergrootte, vergroot*	B2*		
de	vergroting		znw*	vergrotingen; /*	B1*		
	verguizen		ww*	verguis, verguisde, verguisd*	B2*		
de	vergunning		znw*	vergunningen; vergunninkje*	B1*		
het	verhaal		znw*	verhalen; verhaaltje*	A2*		
	verhalen op						
	verhandelen		ww*	verhandel, verhandelde, verhandeld*	B2*		
de	verhandeling		znw*	verhandelingen; /*	B2*		
	verheffen		ww*	verhef, verhief, verheven*	B2*		
	verhelderen		ww*	verhelder, verhelderde, verhelderd*	B2*		
	verhelpen		ww*	verhelp, verhielp, verholpen*	B2*		
	verheugd		bnw*	verheugde; verheugder, verheugdst*	B1*		
	verheugen		ww*	verheug, verheugde, verheugd*	B1*		
zich	verheugen op						
	verheven		bnw*	/; verhevener, verhevenst*	B2*		
	verhinderen		ww*	verhinder, verhinderde, verhinderd*	B2*		
	verhit		bnw*	verhitte; /, /*	B1*		
	verhogen		ww*	verhoog, verhoogde, verhoogd*	B1*		
de	verhoging		znw*	verhogingen; verhoginkje*	B1*		
het	verhoor		znw*	verhoren; /*	B1*		
	verhoren		ww*	verhoor, verhoorde, verhoord*	B1*		
zich	verhouden tot						
de	verhouding		znw*	verhoudingen; verhoudinkje*	B1*		
	verhuizen		ww*	verhuis, verhuisde, verhuisd*	A2*		
de	verhuizing		znw*	verhuizingen; /*	B1*		
	verhullen		ww*	verhul, verhulde, verhuld*	B2*		
	verhuren		ww*	verhuur, verhuurde, verhuurd*	A2*		
de	verjaardag		znw*	verjaardagen; /*	A2*		
	verjagen		ww*	verjaag, verjoeg, verjaagd*	B1*		
	verjaren		ww*	verjaar, verjaarde, verjaard*	B2*	een jaar ouder worden	
het	verkeer		znw*	/; /*	A2*		
	verkeerd		bnw*	verkeerde; verkeerder, verkeerdst*	B1*		
het	verkeersbord		znw*	verkeersborden; verkeersbordje*	B1*		
het	verkeerslicht		znw*	verkeerslichten; /*	B1*		
	verkeken						
	verkennen		ww*	verken, verkende, verkend*	B1*		
	verkeren		ww*	verkeer, verkeerde, verkeerd*	B2*		
	verkeren in						
de	verkering		znw*	verkeringen; verkerinkje*	B1*		
	verkiezen		ww*	verkies, verkoos, verkozen*	B2*		
de	verkiezing		znw*	verkiezingen; /*	B1*		
de	verkiezingen						
	verklappen		ww*	verklap, verklapte, verklapt*	B1*		
	verklaren		ww*	verklaar, verklaarde, verklaard*	B1*		
de	verklaring		znw*	verklaringen; verklarinkje*	B1*		
zich	verkleden		ww*	verkleed, verkleedde, verkleed*	B1*		
	verkleinen		ww*	verklein, verkleinde, verkleind*	B2*		
	verkleumd		bnw*	verkleumde; verkleumder, verkleumdst*	B2*		
	verklikken		ww*	verklik, verklikte, verklikt*	B2*		
	verknallen		ww*	verknal, verknalde, verknald*	B2*		
	verknocht aan						
	verknoeien		ww*	verknoei, verknoeide, verknoeid*	B2*		
	verkondigen		ww*	verkondig, verkondigde, verkondigd*	B2*		
de	verkoop		znw*	verkopen; verkoopje*	A2*		
	verkopen		ww*	verkoop, verkocht, verkocht*	A2		
	verkouden		bnw*	/; /, /*	A2*		
	verkrachten		ww*	verkracht, verkrachtte, verkracht*	B1*		
	verkrijgbaar		bnw*	verkrijgbare; verkrijgbaarder, verkrijgbaarst*	B2*		
	verkrijgen		ww*	verkrijg, verkreeg, verkregen*	B2*		
	verkwisten		ww*	verkwist, verkwistte, verkwist*	B2*		
	verlagen		ww*	verlaag, verlaagde, verlaagd*	B1*		
zich	verlagen tot						
	verlamd						
	verlammen		ww*	verlam, verlamde, verlamd*	B2*		
	verlangen		ww; znw*	verlang, verlangde, verlangd*	B1*		
het	verlangen		ww; znw*	verlangens; verlangentje*	B1*		
	verlangen naar						
	verlaten		ww; ww; bnw*	verlaat, verlaatte, verlaat*	B2*		
	verleden		znw; bnw*	/; /, /*	B1*		
het	verleden		znw; bnw*	verledens; verledentje*	B1*		
	verlegen		bnw*	/; verlegener, verlegenst*	B1*		
	verlegen met						
	verlegen om						
	verleggen		ww*	verleg, verlei, verlegd*	B2*		
	verleidelijk		bnw*	verleidelijke; verleidelijker, verleidelijkst*	B2*		
	verleiden		ww*	verleid, verleidde, verleid*	B1*		
de	verleiding		znw*	verleidingen; /*	B1*		
	verlenen		ww*	verleen, verleende, verleend*	B2*		
het	verlengde		znw*	verlengden; /*	B2*		
	verlengen		ww*	verleng, verlengde, verlengd*	B1*		
de	verlenging		znw*	verlengingen; /*	B1*		
	verleren		ww*	verleer, verleerde, verleerd*	B2*	vergeten wat je geleerd hebt, hoe je iets moet doen	
	verlichten		ww*	verlicht, verlichtte, verlicht*	B1*		
de	verlichting		znw*	verlichtingen; /*	B2*		
	verliefd		bnw*	verliefde; verliefder, verliefdst*	A2*		
het	verlies		znw*	verliezen; verliesje*	A2*		
	verliezen		ww*	verlies, verloor, verloren*	A2*		
	verloederen		ww*	verloeder, verloederde, verloederd*	B2*		
het	verlof		znw*	verloven; verlofje*	B1*		
	verloochenen		ww*	verloochen, verloochende, verloochend*	B2*		
	verloofd		bnw*	verloofde; /, /*	B1*		
	verlopen		ww; bnw*	verloop, verliep, verlopen*	B1*		
	verloren		bnw*	/; verlorener, verlorenst*	A2*		
de	verloskundige		znw*	verloskundigen; /*	B1*		
	verlossen		ww*	verlos, verloste, verlost*	B2*		
	verloten		ww*	verloot, verlootte, verloot*	B1*		
zich	verloven		ww*	verloof, verloofde, verloofd*	B1*		
de	verloving		znw*	verlovingen; /*	B1*		
	verluchten		ww*	verlucht, verluchtte, verlucht*	B2*		
	verluiden		ww*	verluid, verluidde, verluid*	B2*		
het	vermaak		znw*	vermaken; /*	B1*		
	vermakelijk		bnw*	vermakelijke; vermakelijker, vermakelijkst*	B2*		
	vermaken		ww*	vermaak, vermaakte, vermaakt*	B1*		
zich	vermaken		ww*	vermaak, vermaakte, vermaakt*	B1*	zich amuseren, plezier maken	
	vermaken aan						
	vermanen		ww*	vermaan, vermaande, vermaand*	B2*		
	vermeend		bnw*	vermeende; /, /*	B2*		
	vermelden		ww*	vermeld, vermeldde, vermeld*	B2*		
de	vermelding		znw*	vermeldingen; vermeldinkje*	B2*		
	vermengen		ww*	vermeng, vermengde, vermengd*	B2*		
	vermenigvuldigen		ww*	vermenigvuldig, vermenigvuldigde, vermenigvuldigd*	B1*		
zich	vermenigvuldigen		ww*	vermenigvuldig, vermenigvuldigde, vermenigvuldigd*	B1*		
	vermijden		ww*	vermijd, vermeed, vermeden*	B1*		
	verminderen		ww*	verminder, verminderde, verminderd*	B1*		
	verminken		ww*	vermink, verminkte, verminkt*	B2*		
	vermist						
	vermits		ovw*	*	B2*		
	vermoedelijk		bnw*	vermoedelijke; vermoedelijker, vermoedelijkst*	B2*		
	vermoeden		ww; znw*	vermoed, vermoedde, vermoed*	B1*		
het	vermoeden		ww; znw*	vermoedens; /*	B1*		
de	vermoeidheid		znw*	/; /*	B2*		
	vermoeien		ww*	vermoei, vermoeide, vermoeid*	B2*		
	vermoeiend		bnw*	vermoeiende; vermoeiender, vermoeiendst*	B1*		
het	vermogen		ww; znw*	vermogens; vermogentje*	B2*		
	vermogend		bnw*	vermogende; vermogender, vermogendst*	B2*		
de	vermogensbelasting		znw*	vermogensbelastingen; /*	B2*		
zich	vermommen		ww*	vermom, vermomde, vermomd*	B2*		
	vermoorden		ww*	vermoord, vermoordde, vermoord*	A2*		
	vermurwen		ww*	vermurw, vermurwde, vermurwd*	B2*		
	vernederen		ww*	verneder, vernederde, vernederd*	B1*		
	vernemen		ww*	verneem, vernam, vernomen*	B2*		
	vernielen		ww*	verniel, vernielde, vernield*	B1*		
	vernietigen		ww*	vernietig, vernietigde, vernietigd*	B2*		
	vernietigend		bnw*	vernietigende; vernietigender, vernietigendst*	B2*		
	vernieuwen		ww*	vernieuw, vernieuwde, vernieuwd*	B1*		
de	vernieuwing		znw*	vernieuwingen; /*	B1*		
de/het	vernis		znw*	vernissen; vernisje*	B2*		
	vernuftig		bnw*	vernuftige; vernuftiger, vernuftigst*	B2*		
	veronderstellen		ww*	veronderstel, veronderstelde, verondersteld*	B2*		
de	veronderstelling		znw*	veronderstellingen; /*	B2*		
	verongelijkt						
	verongelukken		ww*	verongeluk, verongelukte, verongelukt*	B2*		
de	verontreiniging		znw*	verontreinigingen; /*	B2*		
	verontrusten		ww*	verontrust, verontrustte, verontrust*	B2*		
	verontrustend		bnw*	verontrustende; verontrustender, verontrustendst*	B2*		
zich	verontschuldigen		ww*	verontschuldig, verontschuldigde, verontschuldigd*	B2*		
de	verontschuldiging		znw*	verontschuldigingen; /*	B2*		
	verontwaardigd		bnw*	verontwaardigde; verontwaardigder, verontwaardigdst*	B2*		
de	verontwaardiging		znw*	/; /*	B1*		
	veroordelen		ww*	veroordeel, veroordeelde, veroordeeld*	B1*		
de	veroordeling		znw*	veroordelingen; veroordelinkje*	B1*		
zich	veroorloven		ww*	veroorloof, veroorloofde, veroorloofd*	B2*		
	veroorzaken		ww*	veroorzaak, veroorzaakte, veroorzaakt*	B1*		
de	verordening		znw*	verordeningen; /*	B2*		
	verouderd		bnw*	verouderde; verouderder, verouderdst*	B1*		
	veroveren		ww*	verover, veroverde, veroverd*	B1*		
	verpakken		ww*	verpak, verpakte, verpakt*	B1*		
de	verpakking		znw*	verpakkingen; verpakkinkje*	B1*		
	verpesten		ww*	verpest, verpestte, verpest*	B1*		
	verplaatsen		ww*	verplaats, verplaatste, verplaatst*	B1*		
zich	verplaatsen in						
het	verpleeghuis		znw*	verpleeghuizen; verpleeghuisje*	B1*		
de	verpleegkundige		znw*	verpleegkundigen; /*	B1*		
de	verpleegster		znw*	verpleegsters; verpleegstertje*	A2*		
	verplegen		ww*	verpleeg, verpleegde, verpleegd*	B1*		
de	verpleging		znw*	/; /*	B1*		
	verpletterend		bnw*	verpletterende; verpletterender, verpletterendst*	B2*		
	verplicht		bnw*	verplichte; /, /*	B1*		
	verplichten tot						
de	verplichting		znw*	verplichtingen; /*	B1*		
het	verraad		znw*	/; /*	B1*		
	verraden		ww*	verraad, verried, verraden*	B1*		
	verrassen		ww*	verras, verraste, verrast*	B1*		
	verrassend		bnw*	verrassende; verrassender, verrassendst*	B1*		
