	Lemma	Fonetisch	Woordsoort	Vormen	Erk	Synoniem of definitie	Voorbeeldzin
	uitgelaten		bnw*	/; uitgelatener, uitgelatenst*	B2*	blij na een periode van stress	
	uitgelezen		bnw*	/; uitgelezener, uitgelezenst*	B2*	heel geschikt; ideaal	
	uitgeput		bnw*	uitgeputte; uitgeputter, uitgeputst*	B1*	compleet leeggehaald	
	uitgeput		bnw*	uitgeputte; uitgeputter, uitgeputst*	B1*	(van een persoon) heel moe	
	uitgerekend		bnw*	uitgerekende; /, /*	B1*	precies die, precies dan	
	uitgerekend		bnw*	uitgerekende; /, /*	B1*	verwacht een baby te krijgen	
	uitgesproken		bnw*	/; /, /*	A2	open	
	uitgestorven		bnw*	/; /, /*	B1	als een hele soort/groep dood is	
	uitgestorven		bnw*	/; /, /*	B2	niet meer bestaand	
	uitgestrekt		bnw*	uitgestrekte; uitgestrekter, uitgestrektst*	B2*		
	uitgeteld					extreem moe	
	uitgeven		ww*	uitgeef, gaf uit, uitgegeven*	B1*	(vooral van geld) spenderen; verbruiken	
	uitgeven		ww*	uitgeef, gaf uit, uitgegeven*	B1*	publiceren	
	uitgeven voor					doen alsof de persoon een ander is	
de	uitgever		znw*	uitgevers; uitgevertje*	B2*	(vrouw: uitgeefster)	
de	uitgeverij		znw*	uitgeverijen; uitgeverijtje*	B2*	bedrijf dat boeken publiceert	
	uitgezonderd		ovw; vz*	*	B2*	behalve	
	uitgroeien tot						
	uithalen		ww*	uithaal, haalde uit, uitgehaald*	B1*		
	uithalen naar						
	uitheems		bnw*	uitheemse; uitheemser, uitheemst*	B2*		
de	uithoek		znw*	uithoeken; uithoekje*	B2*	een verre plaats	
	uithouden		ww*	houd uit, hield uit, uitgehouden*	B1*	doorgaan, niet stoppen	
	uithuwelijken		ww*	uithuwelijk, uithuwelijkte, uitgehuwelijkt*	B2*		
de	uiting		znw*	uitingen; /*	A2	iets wat je zegt/communiceert	
het	uitje		znw*	uitjes; /*	A2*		
	uitkammen		ww*	uitkam, uitkamde, uitgekamd*	B2*		
	uitkeren		ww*	keer uit, keerde uit, uitgekeerd*	B1*		
de	uitkering		znw*	uitkeringen; uitkerinkje*	B1	geld gegeven door de overheid, door de sociale zekerheid	
de	uitkeringsgerechtigde		znw*	uitkeringsgerechtigden; /*	B2*		
	uitkiezen		ww*	uitkies, koos uit, uitgekozen*	B1*		
	uitkijken		ww*	kijk uit, keek uit, uitgekeken*	B1*	voorzichtig zijn	
	uitkijken naar					blij zijn dat iets gaat gebeuren; wachten op iets leuks	
	uitkleden		ww*	uitkleed, uitkleedde, uitgekleed*	A2*		
	uitkomen		ww*	kom uit, uitkwam, uitgekomen*	A2		
	uitkomen voor						
de	uitkomst		znw*	uitkomsten; /*	B1*		
de	uitlaat		znw*	uitlaten; /*	B2*		
het	uitlaatgas		znw*	uitlaatgassen; /*	B1*		
	uitlachen		ww*	uitlach, uitlachte, uitgelachen*	B1*		
	uitlaten		ww*	uitlaat, liet uit, uitgelaten*	B1*		
zich	uitlaten over						
de	uitlating		znw*	uitlatingen; uitlatinkje*	B2*		
de	uitleg		znw*	uitleggen; uitlegje*	B1*		
	uitleggen		ww*	leg uit, legde uit, uitgelegd*	A2	begrijpelijk of duidelijk maken	
	uitlekken		ww*	lek uit, lekte uit, uitgelekt*	B2*		
zich	uitleven		ww*	uitleef, uitleefde, uitgeleefd*	B2*		
	uitleveren		ww*	lever uit, uitleverde, uitgeleverd*	B2	een crimineel (op vraag) aan een ander land geven	
	uitlokken		ww*	lok uit, lokte uit, uitgelokt*	B1*	zorgen dat anderen iets slechts doen; provoceren	
	uitlopen		ww*	loop uit, uitliep, uitgelopen*	B1*	later worden dan gepland	
	uitlopen op					resulteren in; als resultaat hebben	
	uitloven		ww*	loof uit, uitloofde, uitgeloofd*	B2*		
	uitmaken		ww*	maak uit, uitmaakte, uitgemaakt*	A2	1. een verschil maken; betere optie zijn 2.	
	uitmaken voor						
	uitmonden in				B2		
	uitmuntend		bnw*	uitmuntende; uitmuntender, uitmuntendst*	B2	heel goed	
	uitnodigen		ww*	nodig uit, uitnodigde, uitgenodigd*	B1	vragen om mee te doen of te komen	
	uitnodigen tot				B2	oproepen tot een bepaalde actie	
	uitnodigend		bnw*	uitnodigende; uitnodigender, uitnodigendst*	B2	(van een ding) aantrekkelijk	
de	uitnodiging		znw*	uitnodigingen; /*	B1		
	uitoefenen		ww*	oefen uit, uitoefende, uitgeoefend*	B1		
	uitpakken		ww*	pak uit, uitpakte, uitgepakt*	A2		Gaan we de cadeautjes uitpakken?
	uitpakken met						
	uitpluizen		ww*	pluis uit, ploos uit, uitgepluist*	B2		
	uitpraten		ww*	uitpraat, uitpraatte, uitgepraat*	B1	praten tot je klaar bent	
	uitproberen		ww*	probeer uit, probeerde uit, uitgeprobeerd*	B1	testen	
	uitpuilen		ww*	uitpuil, uitpuilde, uitgepuild*	B2		
	uitputten		ww*	put uit, uitputte, uitgeput*	B1	1. moe maken 2. opgebruiken	
zich	uitputten in						
	uitputtend		bnw*	uitputtende; uitputtender, uitputtendst*	B2*		
de	uitputting		znw*	uitputtingen; /*	B1*		
	uitreiken		ww*	uitreik, reikte uit, uitgereikt*	B2*		
	uitrekenen		ww*	uitreken, uitrekende, uitgerekend*	B1*		
de	uitrit		znw*	uitritten; uitritje*	B1*		
	uitroeien		ww*	uitroei, roeide uit, uitgeroeid*	B2*		
de	uitroep		znw*	uitroepen; uitroepje*	B2*		
	uitroepen		ww*	roep uit, riep uit, uitgeroepen*	B2*		
	uitroepen tot						
het	uitroepteken		znw*	uitroeptekens; uitroeptekentje*	B2*		
	uitrusten		ww*	uitrust, rustte uit, uitgerust*	A2*		
	uitrusten met					voorzien van; zorgen dat je iets hebt	
de	uitrusting		znw*	uitrustingen; uitrustinkje*	B2*		
	uitschakelen		ww*	schakel uit, uitschakelde, uitgeschakeld*	B1*		
	uitscheiden		ww; ww*	uitscheid, scheed uit, uitgescheeën*	B2*		
	uitschelden		ww*	scheld uit, schold uit, uitgescholden*	B1*		
de	uitschieter		znw*	uitschieters; uitschietertje*	B2*	iets dat sterk verschilt met de rest	
	uitschijnen		ww*	uitschijn, uitscheen, uitgeschenen*	B2*		
het	uitschot		znw*	uitschotten; /*	B2*	krapuul, slechte bende	
	uitschrijven		ww*	schrijf uit, uitschreef, uitgeschreven*	B2*		
de	uitslag		znw*	uitslagen; uitslagje*	B1*	resultaat van een test	
	uitslapen		ww*	uitslaap, sliep uit, uitgeslapen*	B1*	langer slapen dan normaal, tot je niet moe meer bent	
	uitsloven		ww*	uitsloof, sloofde uit, uitgesloofd*	B2*		
	uitsluiten		ww*	uitsluit, sloot uit, uitgesloten*	A2		
	uitsluiten van						
	uitsluitend		bnw*	uitsluitende; /, /*	A2		
het	uitsluitsel		znw*	uitsluitsels; /*	B2*	beslissend antwoord of bewijs	
de	uitsmijter		znw*	uitsmijters; uitsmijtertje*	B2*		
de	uitspanning		znw*	uitspanningen; uitspanninkje*	B2*		
de	uitspatting		znw*	uitspattingen; uitspattinkje*	B2*		
	uitspelen		ww*	uitspeel, uitspeelde, uitgespeeld*	B2*	tot het einde spelen	Ik heb het eerste level nog niet uitgespeeld.
	uitspelen tegen						
de	uitspraak		znw*	uitspraken; uitspraakje*	A2	1. iets wat je zegt 2. hoe je iets zegt 3. oordeel/beslissing van de rechter	
	uitspreken		ww*	spreek uit, sprak uit, uitgesproken*	A2		
	uitstaan		ww; znw*	sta uit, uitstond, uitgestaan*	B2*		
	uitstallen		ww*	uitstal, uitstalde, uitgestald*	B2*		
het	uitstalraam		znw*	uitstalramen; uitstalraampje*	B2*	(BE) etalage	
het	uitstapje					korte plezierreis, excursie	
	uitstappen		ww*	uitstap, uitstapte, uitgestapt*	A2*		
	bij uitstek						
	uitsteken		ww*	uitsteek, uitstak, uitgestoken*	B1*		
	uitsteken boven						
	uitstekend		bnw; bnw*	uitstekende; /, /*	A2	heel goed	
het	uitstel		znw*	/; /*	B1*		
	uitstellen		ww*	stel uit, stelde uit, uitgesteld*	B1*		
	uitsterven		ww*	sterf uit, stierf uit, uitgestorven*	B1	als een hele soort/groep doodgaat	
	uitstippelen		ww*	uitstippel, stippelde uit, uitgestippeld*	B2*		
de	uitstraling		znw*	uitstralingen; /*	B2*		
zich	uitstrekken		ww*	strek uit, strekte uit, uitgestrekt*	B2*		
het	uitstrijkje		znw*	uitstrijkjes; /*	B2*		
de	uittocht		znw*	uittochten; /*	B2*		
	uittrekken		ww*	uittrek, trok uit, uitgetrokken*	B1*		
	uittrekken voor						
het	uittreksel		znw*	uittreksels; uittrekseltje*	B2*		
	uitvaardigen		ww*	vaardig uit, uitvaardigde, uitgevaardigd*	B2*		
de	uitvaart		znw*	uitvaarten; /*	B2*	begravenis	
de	uitval		znw*	uitvallen; uitvalletje*	B1*		
	uitvallen		ww*	val uit, viel uit, uitgevallen*	B1*		
	uitvaren		ww*	uitvaar, uitvoer, uitgevaren*	B2*		
	uitvechten		ww*	vecht uit, uitvocht, uitgevochten*	B2*		
	uitvergroten		ww*	uitvergroot, uitvergrootte, uitvergroot*	B2*		
	uitverkocht		bnw*	uitverkochte; /, /*	B1*	niet meer op voorraad	
de	uitverkoop		znw*	uitverkopen; uitverkoopje*	B1*	wanneer een winkel de oude producten op een lagere prijs verkoopt	
	uitverkoren		bnw*	/; uitverkorener, uitverkorenst*	B2*		
	uitvinden		ww*	uitvind, uitvond, uitgevonden*	B1*	iets nieuws bedenken	
de	uitvinding		znw*	uitvindingen; uitvindinkje*	B1*	een nieuw bedacht ding	
het	uitvloeisel		znw*	uitvloeisels; /*	B2*		
de	uitvlucht		znw*	uitvluchten; uitvluchtje*	B2*		
de	uitvoer		znw*	uitvoeren; /*	B1*		
	uitvoeren		ww*	voer uit, voerde uit, uitgevoerd*	B1*	doen wat beslist is	
	uitvoeren		ww*	voer uit, voerde uit, uitgevoerd*	B1*	exporteren	
	uitvoeren		ww*	voer uit, voerde uit, uitgevoerd*	A2	vertonen aan een publiek	
	uitvoerig		bnw*	uitvoerige; uitvoeriger, uitvoerigst*	A2	met veel details	
de	uitvoering		znw*	uitvoeringen; uitvoerinkje*	A2	vertoning (bv. theater) aan een publiek	
de	uitwedstrijd		znw*	uitwedstrijden; uitwedstrijdje*	B2*	wedstrijd op het terrein van de andere	
de	uitweg		znw*	uitwegen; uitwegje*	B2*		
	uitweiden		ww*	weid uit, weidde uit, uitgeweid*	B2*		
	uitwendig		bnw*	uitwendige; uitwendiger, uitwendigst*	B2*		
	uitwerken		ww*	werk uit, uitwerkte, uitgewerkt*	B1*		
de	uitwerpselen					kak, stront (formeel)	
	uitwijken		ww*	uitwijk, week uit, uitgeweken*	B2*	uit de weg gaan	
	uitwijzen		ww*	wijs uit, wees uit, uitgewezen*	B1*	(automatisch) laten zien	
	uitwijzen		ww*	wijs uit, wees uit, uitgewezen*	B1*	uit het land zetten	
	uitwisselen		ww*	wissel uit, uitwisselde, uitgewisseld*	B1*		
de	uitzaaiing		znw*	uitzaaiingen; uitzaaiinkje*	B1*		
het	uitzendbureau		znw*	uitzendbureaus; uitzendbureautje*	B1*		
	uitzenden		ww*	uitzend, zond uit, uitgezonden*	B1*		
de	uitzending		znw*	uitzendingen; uitzendinkje*	B1*		
de	uitzendkracht		znw*	uitzendkrachten; uitzendkrachtje*	B1*		
het	uitzendwerk		znw*	uitzendwerken; /*	B2*		
	uitzetten		ww*	zet uit, uitzette, uitgezet*	B1*		
het	uitzicht		znw*	uitzichten; uitzichtje*	B1*		
	uitzichtloos		bnw*	uitzichtloze; uitzichtlozer, uitzichtloost*	B2*	hopeloos, waarin je geen goed/positief einde ziet	
	er uitzien				A2	lijken	
	uitzien naar				B1	blij zijn dat iets gaat komen	
	uit zijn op				B2	graag willen krijgen	Mijn vader is altijd uit op de nieuwste modellen van apparaten.
	uitzinnig		bnw*	uitzinnige; uitzinniger, uitzinnigst*	B2*		
	uitzitten		ww*	zit uit, zat uit, uitgezeten*	B2*	wachten/blijven tot iets voorbij is	
	uitzoeken		ww*	uitzoek, zocht uit, uitgezocht*	B1*		
de	uitzondering		znw*	uitzonderingen; /*	A2	het enige ding dat de regel niet volgt	
	uitzonderlijk		bnw*	uitzonderlijke; uitzonderlijker, uitzonderlijkst*	B2*		
	ultiem		bnw*	ultieme; ultiemer, ultiemst*	B2*	laatste, hoogste	
het	ultimatum		znw*	ultimata; /*	B2*	laatste kans om iets op te lossen	
de	umlaut		znw*	umlauten; /*	B2*	het teken ¨ op het Duitse föhn	
	unaniem		bnw*	unanieme; unaniemer, unaniemst*	B2*	als iedereen akkoord / het eens is	
de	underdog		znw*	underdogs; underdogje*	B2*	persoon die niet als sterk wordt gezien	
de	Unesco					VN-organisatie voor onderwijs, wetenschap en cultuur	
de	uni		afk; znw			"(NL) kort voor ""universiteit"""	
het	Unicef					VN-organisatie om kinderen in nood te helpen	
de	unie		znw*	unies; /*	B2*	groep mensen met een bepaald doel	
de	unief		znw*	uniefs; uniefje*	B2*	"(BE) kort voor ""universiteit"""	
	uniek		bnw*	unieke; unieker, uniekst*	B1	zonder equivalent	
	uniform		bnw; znw*	uniforme; uniformer, uniformst*	B2	met dezelfde vorm	
het	uniform		bnw; znw*	uniforme; uniformer, uniformst*	B1	dezelfde soort kleding	
de	unit		znw*	units; /*	B2	afdeling	
	universeel		bnw*	universele; universeler, universeelst*	B2	algemeen; op de hele wereld	
	universitair		bnw*	universitaire; universitairder, universitairst*	B1	academisch, wetenschappelijk	
de	universiteit		znw*	universiteiten; universiteitje*	A2	academisch instituut, school voor hoger onderwijs	
het	universum		znw*	universums; universumpje*	B1	heelal	
het	uranium		znw*	/; /*	B2	soort radioactief chemisch element	
	urenlang		bnw*	urenlange; /, /*	B1	heel lang	
	urgent		bnw*	urgente; urgenter, urgentst*	B2	dringend; met haast te doen	
de	urine		znw*	/; /*	B1	plas	
het	urinoir		znw*	urinoirs; urinoirtje*	B2	toilet of wc voor mannen	
de	urn		znw*	urnen; urntje*	B2	pot waar iemands as in zit	
de	utopie		znw*	utopieën; utopietje*	B2	denkbeeldige plaats/tijdsperiode waar alles ideaal is	
het	uur		znw*	uren; uurtje*	A1	periode van 60 minuten	
het	uurwerk		znw*	uurwerken; uurwerkje*	B2	horloge	
	uw		vnw*	*	A1	jouw (formeel)	
