	Lemma	Fonetisch	Woordsoort	Vormen	ERK	Synoniem of definitie	Voorbeeldzin	Count
	wat		tw					124
het	water				A1	H2O		125
	waterdicht							126
de	waterkans							127
de	waterleiding							128
de	Waterman							129
de	wateroverlast							130
de	watersport							131
	watertanden							132
de	waterval							133
de	waterzooi							134
de	watt							135
de	WA-verzekering							136
	wat voor				A2	van welk soort	Wat voor boeken lees je graag?	137
	wazig		bnw					138
de	wc				A1			139
	we				A1			140
het	web							141
de	weblog							142
de	website							143
de	webwinkel							144
	wedden							145
de	weddenschap							146
	wederom							147
de	wederopbouw							148
de	wederwaardigheden							149
	wederzijds							150
	wedijveren							151
de	wedstrijd							152
de	weduwe							153
de	weduwnaar							154
	wee							155
de	wee							156
het	wee							157
het	weefsel							158
de	weegschaal							159
de	Weegschaal							159
de	week				A1			160
het	weekblad							161
het	weekdier							162
het	weekend							163
de	weelde							164
de	weemoed							165
	weer				A2			166
het	weer				A1			167
	weerbarstig							168
het	weerbericht							169
de	weerga							170
	weergaloos							171
de	weergave							172
	weergeven							173
	weerhouden							174
	weerhouden van							175
	weerkaatsen							176
	weerleggen							177
	weerloos							178
de	weerslag							179
	weerspiegelen							180
	weerstaan							181
de	weerstand							182
de	weerszijden							183
de	weerwil							184
het	weerzien							185
de	weerzin							186
	weerzinwekkend							187
de	wees							188
de	weet							189
	weg				A2	niet meer hier		190
de	weg				A2			191
de	wegcode							192
het	wegdek							193
de	wegel							194
	wegen							195
	wegens							196
de	Wegenwacht							197
	weggaan							198
	weggeven							199
	weggooien							200
	weghalen							201
	wegleggen							202
	weglopen							203
	weglopen met							204
	weglopen voor							205
	wegnemen							206
	wegsturen							207
	wegvallen							208
	weg van							209
	wegwerken							210
	wegwijs							211
de	wegwijzer							212
de	wei							213
de	weide							214
	weids							215
	weifelen							216
	weigeren							217
het	weiland							218
	weinig							219
	wekelijks							220
	weken							221
	wekelijks							222
	wekken							223
de	wekker							224
	wel							225
	weldadig							226
	weldra							227
	weleens							228
	weleer							229
	welgesteld							230
	welhaast							231
	weliswaar							232
	welk				A1			233
	welkom		tw		A2			234
	welkom		bnw					235
het	welkom		znw					236
	welletjes							237
	wellicht							238
	weloverwogen							239
de	welp							240
de	welstand							241
	welterusten							242
de	welvaart							243
	welvarend							244
	welwillend							245
het	welzijn							246
	wemelen van							247
zich	wenden tot							248
de	wending							249
de	wenk							250
de	wenkbrauw							251
	wenken							252
	wennen							253
de	wens				A2			254
	wenselijk							255
	wensen							256
	wentelen							257
de	wenteltrap							258
de	wereld				A2			259
	wereld-							260
de	wereldbeker							261
	wereldberoemd							262
de	wereldbol							263
het	werelddeel				A2	continent		264
de	wereldkampioen							265
het	wereldkampioenschap							266
	wereldkundig							267
de	wereldoorlog							268
het	wereldrecord							269
de	wereldstad							270
de	wereldtitel							271
	wereldwijd							272
	weren							273
de	werf							274
het	werk				A1			275
de	werkdag							276
de	werkdruk							277
	werkelijk							278
de	werkelijkheid							279
	werkeloos							280
	werken				A1			281
de	werkgeefster							282
de	werkgelegenheid							283
de	werkgever							284
de	werkgroep							285
de	werking							286
	werkloos							287
de	werkloosheid							288
de	werkloze							289
de	werkneemster							290
de	werknemer							291
de	werkplaats							292
de	werkster							293
het	werkstuk							294
de	werktijd							295
het	werktuig							296
de	werkweek							297
de	werkwijze							298
het	werkwoord							299
	werkzaam							300
de	werkzaamheden							301
de	werkzoekende							302
	werpen							303
de	wervel							304
de	wervelkolom							305
de	wervelwind							306
	werven							307
de	wesp							308
de	west				A2			309
het	westen				A2			310
de	westerling							311
de	westerlinge							312
	westers							313
de	wet							314
het	wetboek							315
	weten				A2			316
het	weten							317
	wetens							318
de	wetenschap				A2			319
	wetenschappelijk							320
de	wetenschapper							321
de	wetenswaardigheid							322
	weten te							323
de	wetgeving							324
de	wethouder							325
het	wetsvoorstel							326
	wettelijk							327
	wettig							328
	weven							329
	wezen							330
het	wezen							331
	wezenlijk							332
de	whisky							333
de	WIA							334
	wie				A1			335
	wiebelen							336
	wieden							337
de	wieg							338
	wiegen							339
de	wiek							340
het	wiel				A2			341
de	wielersport							342
de	wielklem							343
	wielrennen							344
de	wielrenner							345
de	wielrenster							346
de	wielrijder							347
de	wielrijdster							348
	wiens							349
	wier							350
het	wier							351
de	wierook							352
de	wifi							353
	wij				A1			354
	wijd							355
zich	wijden aan							356
het	wijf							357
het	wijfje							358
de	wijk							359
de	wijkagent							360
de	wijkagente							361
	wijken							362
	wijlen							363
de	wijn				A2			364
de	wijngaard							365
	wijs				A2			366
de	wijsheid							367
	wijsmaken							368
de	wijsvinger							369
	wijten aan							370
de	wijze				B1	manier		371
de	wijze				B1	wijs (intelligent) persoon		371
	wijzen							372
	wijzen op							373
de	wijzer							374
	wijzigen							375
de	wijziging							376
	wikkelen							377
	wikken							378
de	wil							379
	wild				A2			380
het	wild							381
de	wildernis							382
de	wilg							383
de	willekeur							384
	willekeurig							385
	willen				A1			386
	willens							387
de	wilskracht							388
de	wimpel							389
de	wimper							390
de	WIN							391
de	wind				A1			392
	winden							393
de	windmolen							394
de	windstreek							395
	windsurfen							396
de	winkel				A2			397
het	winkelcentrum							398
	winkelen							399
de	winkelier							400
de	winkelierster							401
de	winkelketen							402
de	winnaar							403
de	winnares							404
	winnen				A2			405
de	winst							406
	winstgevend							407
de	winter				A1			408
	winters							409
de	winterslaap							410
de	wintersport							411
de	wintertijd							412
de	wip							413
	wippen							414
de	wirwar							415
	wis							416
de	wiskunde							417
	wispelturig							418
de	wissel							419
	wisselen							420
het	wisselgeld							421
de	wisselkoers							422
	wisselvallig							423
de	wisselwerking							424
	wissen				B1			425
	wit				A1			426
de	witlof							427
het	witloof							428
	witwassen							429
het	WK							430
het	WNL							431
de	WO							432
de	wodka							433
de	woede							434
	woeden							435
	woedend							436
	woekeren							437
	woekeren met							438
	woelen							439
de	woensdag							440
de	woerd							441
	woest							442
de	woestijn							443
de	wok							444
de	wol							445
de	wolf				A2			446
de	wolk				A1			447
de	wolkenkrabber							448
de	wond							449
het	wonder				A2			450
	wonderbaarlijk							451
het	wonderkind							452
	wonderlijk							453
	wonen				A1			454
de	woning							455
de	woningbouw							456
de	woningbouwvergunning							457
de	woningnood							458
de	woningverzekering							459
de	woningzoekende							460
	woonachtig							461
de	wooneenheid							462
het	woonhuis							463
de	woonkamer							464
de	woonplaats							465
de	woonvergunning							466
de	woonwagen				B1			467
de	woonwijk							468
het	woord				A2			469
het	woordenboek							470
de	woordenschat							471
de	woordenwisseling							472
de	woordvoerder							473
de	woordvoerster							474
	worden				A2			475
de	workshop							476
de	worm							477
de	worp							478
de	worst							479
	worstelen		ww					480
	worstelen		ww					480
de	wortel							481
het	woud				B1			482
de	wraak							483
het	wrak							484
	wrang							485
de	wrat							486
	wreed				B1			487
de	wreedheid							488
de	wreef							489
	wreken							490
	wrevelig							491
	wrijven							492
de	wrijving							493
	wrikken							494
	wringen							495
de	wroeging							496
	wroeten							497
de	wrok							498
	wuiven							499
	wurgen							500
	wurmen							501
de	WW					(NL) Werkloosheidswet		502
